run,seed,dim,item_id,true_level,judge,assigned,example
r25c,4412,PLp,PLp-07,3,haiku,3,"Find a strong plan in a club-level chess middlegame, where a natural-looking move can fail to a consequence several moves deep. (Nothing is hidden, and the opponent's replies are explored as branches of the same search rather than by modelling a mind.)"
r25c,4412,PLp,PLp-07,3,sonnet,3,"Find a strong plan in a club-level chess middlegame, where a natural-looking move can fail to a consequence several moves deep. (Nothing is hidden, and the opponent's replies are explored as branches of the same search rather than by modelling a mind.)"
r25c,4412,PLp,PLp-07,3,opus,3,"Find a strong plan in a club-level chess middlegame, where a natural-looking move can fail to a consequence several moves deep. (Nothing is hidden, and the opponent's replies are explored as branches of the same search rather than by modelling a mind.)"
r25c,4412,PLp,PLp-08,5,haiku,4,"Plan a multi-year research programme against an unsolved scientific problem — which sub-questions to pose, which to abandon — where whole lines of attack die only once explored."
r25c,4412,PLp,PLp-08,5,sonnet,4,"Plan a multi-year research programme against an unsolved scientific problem — which sub-questions to pose, which to abandon — where whole lines of attack die only once explored."
r25c,4412,PLp,PLp-08,5,opus,5,"Plan a multi-year research programme against an unsolved scientific problem — which sub-questions to pose, which to abandon — where whole lines of attack die only once explored."
r25c,4412,PLp,PLp-09,2,haiku,2,"Plan a day-trip itinerary given preferences (museums, restaurants, location); identify opening hours and schedule visits."
r25c,4412,PLp,PLp-09,2,sonnet,2,"Plan a day-trip itinerary given preferences (museums, restaurants, location); identify opening hours and schedule visits."
r25c,4412,PLp,PLp-09,2,opus,2,"Plan a day-trip itinerary given preferences (museums, restaurants, location); identify opening hours and schedule visits."
r25c,4412,PLp,PLp-10,3,haiku,3,"Solve a contest programming problem in which several standard techniques could apply and the data structure settled on early decides whether the later queries can be answered in time, so the options must be compared before committing."
r25c,4412,PLp,PLp-10,3,sonnet,3,"Solve a contest programming problem in which several standard techniques could apply and the data structure settled on early decides whether the later queries can be answered in time, so the options must be compared before committing."
r25c,4412,PLp,PLp-10,3,opus,3,"Solve a contest programming problem in which several standard techniques could apply and the data structure settled on early decides whether the later queries can be answered in time, so the options must be compared before committing."
r25c,4412,PLp,PLp-11,1,haiku,1,Answer a customer's question by finding the relevant section of the product manual and writing the reply. (One familiar routine runs from question to answer; the task is not divided into stages.)
r25c,4412,PLp,PLp-11,1,sonnet,1,Answer a customer's question by finding the relevant section of the product manual and writing the reply. (One familiar routine runs from question to answer; the task is not divided into stages.)
r25c,4412,PLp,PLp-11,1,opus,1,Answer a customer's question by finding the relevant section of the product manual and writing the reply. (One familiar routine runs from question to answer; the task is not divided into stages.)
r25c,4412,PLp,PLp-12,5,haiku,4,"Devise a synthesis route for a complex, previously unsynthesised natural product, where almost every sequence of reactions fails. (Devising the route is assessed here; carrying out a synthesis in which a failed step destroys scarce material is Action Control and Execution.)"
r25c,4412,PLp,PLp-12,5,sonnet,4,"Devise a synthesis route for a complex, previously unsynthesised natural product, where almost every sequence of reactions fails. (Devising the route is assessed here; carrying out a synthesis in which a failed step destroys scarce material is Action Control and Execution.)"
r25c,4412,PLp,PLp-12,5,opus,5,"Devise a synthesis route for a complex, previously unsynthesised natural product, where almost every sequence of reactions fails. (Devising the route is assessed here; carrying out a synthesis in which a failed step destroys scarce material is Action Control and Execution.)"
r25c,4412,PLp,PLp-13,4,haiku,3,"Design the plan for replicating a machine-learning paper that omits key details: what to implement, in what order, and which checks would show whether a discrepancy is a bug or a difference in setup."
r25c,4412,PLp,PLp-13,4,sonnet,3,"Design the plan for replicating a machine-learning paper that omits key details: what to implement, in what order, and which checks would show whether a discrepancy is a bug or a difference in setup."
r25c,4412,PLp,PLp-13,4,opus,4,"Design the plan for replicating a machine-learning paper that omits key details: what to implement, in what order, and which checks would show whether a discrepancy is a bug or a difference in setup."
r25c,4412,PLp,PLp-14,2,haiku,2,"Plan a small data analysis: download the dataset, clean it, run a statistical analysis and produce a chart — a standard pipeline whose stages do not constrain each other."
r25c,4412,PLp,PLp-14,2,sonnet,2,"Plan a small data analysis: download the dataset, clean it, run a statistical analysis and produce a chart — a standard pipeline whose stages do not constrain each other."
r25c,4412,PLp,PLp-14,2,opus,2,"Plan a small data analysis: download the dataset, clean it, run a statistical analysis and produce a chart — a standard pipeline whose stages do not constrain each other."
r25c,4412,PLp,PLp-15,0,haiku,0,"Implement accurate real-time translation of a conversation between English and Spanish. (Hard, but the difficulty is linguistic; no plan needs to be found.)"
r25c,4412,PLp,PLp-15,0,sonnet,0,"Implement accurate real-time translation of a conversation between English and Spanish. (Hard, but the difficulty is linguistic; no plan needs to be found.)"
r25c,4412,PLp,PLp-15,0,opus,0,"Implement accurate real-time translation of a conversation between English and Spanish. (Hard, but the difficulty is linguistic; no plan needs to be found.)"
r25c,4412,PLp,PLp-16,4,haiku,4,"Solve a contest programming problem for which no standard technique applies: the key idea must be found first, and most approaches that look promising fail only once they are worked through."
r25c,4412,PLp,PLp-16,4,sonnet,4,"Solve a contest programming problem for which no standard technique applies: the key idea must be found first, and most approaches that look promising fail only once they are worked through."
r25c,4412,PLp,PLp-16,4,opus,4,"Solve a contest programming problem for which no standard technique applies: the key idea must be found first, and most approaches that look promising fail only once they are worked through."
r25c,4412,PLp,PLp-17,4,haiku,4,"Plan the first ascent of an unclimbed face for which no route description exists: which line to attempt, where camps can be placed at all, and what to carry all depend on one another, and candidate lines mostly turn out to be impassable only once they have been worked through."
r25c,4412,PLp,PLp-17,4,sonnet,4,"Plan the first ascent of an unclimbed face for which no route description exists: which line to attempt, where camps can be placed at all, and what to carry all depend on one another, and candidate lines mostly turn out to be impassable only once they have been worked through."
r25c,4412,PLp,PLp-17,4,opus,4,"Plan the first ascent of an unclimbed face for which no route description exists: which line to attempt, where camps can be placed at all, and what to carry all depend on one another, and candidate lines mostly turn out to be impassable only once they have been worked through."
r25c,4412,PLp,PLp-18,0,haiku,0,"Execute a 200-step laboratory protocol exactly as written, in the given order. (The plan already exists; carrying it out is execution, not planning.)"
r25c,4412,PLp,PLp-18,0,sonnet,0,"Execute a 200-step laboratory protocol exactly as written, in the given order. (The plan already exists; carrying it out is execution, not planning.)"
r25c,4412,PLp,PLp-18,0,opus,0,"Execute a 200-step laboratory protocol exactly as written, in the given order. (The plan already exists; carrying it out is execution, not planning.)"
r25c,4412,PLp,PLp-19,5,haiku,5,"Devise the proof strategy for a long-standing open conjecture, where the lemmas to aim for must themselves be discovered and restructured as attempts collapse."
r25c,4412,PLp,PLp-19,5,sonnet,5,"Devise the proof strategy for a long-standing open conjecture, where the lemmas to aim for must themselves be discovered and restructured as attempts collapse."
r25c,4412,PLp,PLp-19,5,opus,5,"Devise the proof strategy for a long-standing open conjecture, where the lemmas to aim for must themselves be discovered and restructured as attempts collapse."
r25c,4412,PLp,PLp-20,2,haiku,2,"Build a personal webpage using a template: choose a template, customise the layout, and deploy the site."
r25c,4412,PLp,PLp-20,2,sonnet,2,"Build a personal webpage using a template: choose a template, customise the layout, and deploy the site."
r25c,4412,PLp,PLp-20,2,opus,2,"Build a personal webpage using a template: choose a template, customise the layout, and deploy the site."
